metdiv,inc_1,inc_2,inc_3,inc_4,Year
10100,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
10140,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
10180,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
10220,19425,47175.00000000001,74925,249750.00000000003,2010
10260,5550.000000000001,13875.000000000002,30525.000000000004,249750.00000000003,2010
10300,30525.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
10380,5550.000000000001,13875.000000000002,30525.000000000004,249750.00000000003,2010
10420,30525.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
10460,19425,41625.00000000001,74925,249750.00000000003,2010
10500,19425,41625.00000000001,74925,249750.00000000003,2010
10540,24975.000000000004,52725.00000000001,74925,249750.00000000003,2010
10580,36075,74925,124875.00000000001,249750.00000000003,2010
10620,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
10660,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
10700,19425,41625.00000000001,74925,249750.00000000003,2010
10740,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
10760,19425,41625.00000000001,74925,249750.00000000003,2010
10780,19425,47175.00000000001,74925,249750.00000000003,2010
10820,30525.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
10860,19425,47175.00000000001,74925,249750.00000000003,2010
10900,36075,61050.00000000001,97125.00000000001,249750.00000000003,2010
10940,24975.000000000004,41625.00000000001,74925,249750.00000000003,2010
10980,19425,41625.00000000001,74925,249750.00000000003,2010
11020,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11060,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11100,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
11140,13875.000000000002,36075,74925,249750.00000000003,2010
11180,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
11220,24975.000000000004,47175.00000000001,97125.00000000001,249750.00000000003,2010
11244,41625.00000000001,97125.00000000001,152625,249750.00000000003,2010
11260,47175.00000000001,74925,124875.00000000001,249750.00000000003,2010
11380,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
11420,30525.000000000004,52725.00000000001,74925,249750.00000000003,2010
11460,30525.000000000004,61050.00000000001,124875.00000000001,249750.00000000003,2010
11500,19425,41625.00000000001,74925,249750.00000000003,2010
11540,36075,61050.00000000001,97125.00000000001,249750.00000000003,2010
11580,19425,41625.00000000001,61050.00000000001,249750.00000000003,2010
11620,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11640,5550.000000000001,19425,36075,249750.00000000003,2010
11660,19425,36075,74925,249750.00000000003,2010
11680,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11700,24975.000000000004,47175.00000000001,97125.00000000001,249750.00000000003,2010
11740,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11780,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11820,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11860,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
11900,13875.000000000002,36075,74925,249750.00000000003,2010
11940,19425,41625.00000000001,74925,249750.00000000003,2010
11980,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
12020,19425,47175.00000000001,97125.00000000001,249750.00000000003,2010
12060,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12100,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12120,13875.000000000002,36075,61050.00000000001,249750.00000000003,2010
12140,30525.000000000004,52725.00000000001,74925,249750.00000000003,2010
12180,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12220,19425,47175.00000000001,97125.00000000001,249750.00000000003,2010
12260,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
12300,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
12380,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
12420,36075,61050.00000000001,124875.00000000001,249750.00000000003,2010
12460,13875.000000000002,30525.000000000004,61050.00000000001,249750.00000000003,2010
12540,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
12580,36075,74925,124875.00000000001,249750.00000000003,2010
12620,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
12660,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12680,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
12700,36075,74925,124875.00000000001,249750.00000000003,2010
12740,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12780,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
12820,13875.000000000002,36075,61050.00000000001,249750.00000000003,2010
12860,30525.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12900,19425,36075,61050.00000000001,249750.00000000003,2010
12940,24975.000000000004,61050.00000000001,97125.00000000001,249750.00000000003,2010
12980,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
13020,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
13060,24975.000000000004,47175.00000000001,97125.00000000001,249750.00000000003,2010
13100,24975.000000000004,52725.00000000001,74925,249750.00000000003,2010
13140,24975.000000000004,52725.00000000001,97125.00000000001,249750.00000000003,2010
13180,36075,61050.00000000001,97125.00000000001,249750.00000000003,2010
13220,19425,41625.00000000001,74925,249750.00000000003,2010
13260,24975.000000000004,47175.00000000001,74925,249750.00000000003,2010
