metdiv,inc_1,inc_2,inc_3,inc_4,Year
31980,23850,45050,71550,238500,2014
32000,18550,39750,71550,238500,2014
32020,23850,45050,71550,238500,2014
32100,23850,50350,92750,238500,2014
32140,29150,58300,92750,238500,2014
32180,23850,39750,71550,238500,2014
32220,23850,50350,92750,238500,2014
32260,34450,58300,92750,238500,2014
32280,18550,39750,71550,238500,2014
32300,18550,34450,71550,238500,2014
32340,18550,39750,71550,238500,2014
32380,29150,50350,92750,238500,2014
32420,5300,18550,34450,238500,2014
32460,18550,39750,71550,238500,2014
32500,18550,39750,71550,238500,2014
32540,23850,45050,71550,238500,2014
32580,18550,39750,71550,238500,2014
32620,13250,29150,58300,238500,2014
32660,18550,39750,71550,238500,2014
32700,34450,58300,92750,238500,2014
32740,23850,50350,71550,238500,2014
32780,23850,50350,92750,238500,2014
32820,23850,50350,92750,238500,2014
32860,29150,58300,92750,238500,2014
32900,23850,45050,92750,238500,2014
32940,18550,39750,71550,238500,2014
32980,29150,58300,92750,238500,2014
33020,23850,45050,71550,238500,2014
33060,18550,39750,71550,238500,2014
33124,23850,45050,92750,238500,2014
33140,29150,50350,92750,238500,2014
33180,5300,23850,45050,238500,2014
33220,29150,58300,92750,238500,2014
33260,39750,71550,119250,238500,2014
33300,13250,34450,71550,238500,2014
33340,29150,58300,92750,238500,2014
33420,23850,45050,92750,238500,2014
33460,39750,71550,119250,238500,2014
33500,39750,71550,119250,238500,2014
33540,23850,50350,92750,238500,2014
33580,29150,50350,92750,238500,2014
33620,18550,39750,71550,238500,2014
33660,23850,45050,92750,238500,2014
33700,29150,58300,92750,238500,2014
33740,18550,39750,71550,238500,2014
33780,29150,58300,92750,238500,2014
33860,23850,50350,92750,238500,2014
33874,45050,92750,145750,238500,2014
33940,23850,45050,71550,238500,2014
33980,29150,58300,92750,238500,2014
34020,23850,45050,71550,238500,2014
34060,23850,50350,92750,238500,2014
34100,23850,45050,71550,238500,2014
34140,18550,45050,71550,238500,2014
34180,29150,50350,92750,238500,2014
34220,18550,34450,71550,238500,2014
34260,23850,39750,71550,238500,2014
34300,23850,45050,71550,238500,2014
34340,23850,39750,71550,238500,2014
34380,18550,45050,71550,238500,2014
34420,23850,45050,92750,238500,2014
34460,18550,39750,71550,238500,2014
34500,23850,45050,71550,238500,2014
34540,29150,50350,92750,238500,2014
34580,34450,58300,92750,238500,2014
34620,18550,39750,71550,238500,2014
34660,13250,39750,71550,238500,2014
34700,34450,58300,92750,238500,2014
34740,23850,45050,71550,238500,2014
34780,18550,45050,71550,238500,2014
34820,23850,50350,92750,238500,2014
34860,18550,39750,71550,238500,2014
34900,39750,71550,145750,238500,2014
34940,34450,58300,119250,238500,2014
34980,34450,58300,92750,238500,2014
35004,50350,92750,185500,238500,2014
35020,13250,34450,58300,238500,2014
35060,13250,34450,71550,238500,2014
35084,39750,92750,145750,238500,2014
35100,23850,50350,92750,238500,2014
35140,23850,39750,71550,238500,2014
35220,23850,45050,71550,238500,2014
35260,23850,50350,92750,238500,2014
35300,34450,71550,119250,238500,2014
35380,23850,50350,92750,238500,2014
35420,23850,50350,92750,238500,2014
35440,23850,45050,71550,238500,2014
35460,13250,34450,58300,238500,2014
35500,29150,58300,92750,238500,2014
35580,29150,58300,92750,238500,2014
35614,29150,71550,119250,238500,2014
35660,23850,50350,92750,238500,2014
35700,18550,39750,71550,238500,2014
35740,29150,58300,92750,238500,2014
35820,29150,58300,92750,238500,2014
35840,29150,58300,92750,238500,2014
35860,29150,50350,71550,238500,2014
35900,18550,34450,71550,238500,2014
35940,29150,50350,92750,238500,2014
35980,39750,71550,119250,238500,2014
36020,34450,58300,92750,238500,2014
36084,39750,92750,145750,238500,2014
36100,23850,45050,71550,238500,2014
36140,29150,58300,119250,238500,2014
36220,34450,58300,119250,238500,2014
36260,39750,71550,119250,238500,2014
36300,23850,50350,92750,238500,2014
36340,23850,45050,71550,238500,2014
36380,18550,39750,58300,238500,2014
36420,29150,58300,92750,238500,2014
36460,23850,45050,92750,238500,2014
36500,34450,71550,119250,238500,2014
36540,34450,58300,119250,238500,2014
36580,23850,50350,92750,238500,2014
36620,18550,39750,71550,238500,2014
36660,13250,34450,71550,238500,2014
36700,18550,34450,58300,238500,2014
36740,29150,58300,92750,238500,2014
36780,29150,58300,92750,238500,2014
36820,23850,50350,92750,238500,2014
36830,23850,50350,71550,238500,2014
36840,29150,50350,92750,238500,2014
36860,29150,58300,92750,238500,2014
36900,23850,45050,71550,238500,2014
36940,34450,58300,92750,238500,2014
36980,23850,50350,92750,238500,2014
37020,29150,50350,92750,238500,2014
37060,18550,45050,92750,238500,2014
37080,29150,50350,92750,238500,2014
37100,45050,92750,145750,238500,2014
37120,18550,45050,71550,238500,2014
37140,23850,45050,92750,238500,2014
37220,23850,45050,71550,238500,2014
37260,18550,34450,58300,238500,2014
37300,23850,45050,71550,238500,2014
37340,29150,50350,92750,238500,2014
37420,23850,45050,92750,238500,2014
37460,23850,50350,92750,238500,2014
37500,23850,45050,71550,238500,2014
37540,18550,39750,71550,238500,2014
37580,23850,39750,71550,238500,2014
37620,23850,45050,71550,238500,2014
37660,23850,45050,71550,238500,2014
37740,23850,45050,71550,238500,2014
37780,18550,50350,92750,238500,2014
37800,34450,58300,92750,238500,2014
37860,29150,58300,92750,238500,2014
37900,29150,58300,92750,238500,2014
37940,23850,50350,71550,238500,2014
37964,23850,50350,92750,238500,2014
38060,29150,58300,92750,238500,2014
38100,18550,45050,71550,238500,2014
38180,34450,58300,92750,238500,2014
38220,18550,39750,71550,238500,2014
38240,29150,58300,92750,238500,2014
38260,18550,39750,71550,238500,2014
38300,29150,58300,92750,238500,2014
38340,29150,58300,92750,238500,2014
38380,23850,45050,71550,238500,2014
38420,29150,50350,92750,238500,2014
38460,23850,50350,92750,238500,2014
38500,29150,50350,92750,238500,2014
38540,23850,50350,92750,238500,2014
38580,18550,39750,71550,238500,2014
38620,23850,45050,71550,238500,2014
38660,5300,18550,34450,238500,2014
38700,29150,58300,92750,238500,2014
38740,18550,39750,71550,238500,2014
38780,13250,34450,71550,238500,2014
38820,29150,50350,92750,238500,2014
38840,34450,58300,92750,238500,2014
38860,34450,71550,119250,238500,2014
38900,34450,71550,119250,238500,2014
38920,29150,58300,92750,238500,2014
38940,23850,50350,92750,238500,2014
39020,18550,39750,71550,238500,2014
39060,23850,50350,92750,238500,2014
39140,23850,50350,92750,238500,2014
39220,23850,50350,71550,238500,2014
39260,23850,39750,71550,238500,2014
39300,29150,58300,119250,238500,2014
39340,39750,71550,119250,238500,2014
39380,23850,45050,71550,238500,2014
39420,18550,39750,92750,238500,2014
39460,23850,45050,92750,238500,2014
39500,29150,50350,92750,238500,2014
39540,29150,58300,92750,238500,2014
39580,34450,71550,119250,238500,2014
39660,29150,58300,92750,238500,2014
39700,13250,29150,58300,238500,2014
39740,29150,58300,92750,238500,2014
39780,23850,45050,71550,238500,2014
39820,23850,50350,92750,238500,2014
39860,34450,58300,119250,238500,2014
39900,29150,58300,92750,238500,2014
39940,18550,39750,71550,238500,2014
39980,18550,39750,71550,238500,2014
40060,34450,71550,119250,238500,2014
40080,18550,45050,71550,238500,2014
40100,13250,29150,58300,238500,2014
40140,29150,58300,92750,238500,2014
40180,29150,58300,92750,238500,2014
40220,29150,58300,92750,238500,2014
40260,18550,34450,71550,238500,2014
40300,29150,58300,92750,238500,2014
40340,39750,71550,119250,238500,2014
40380,29150,58300,92750,238500,2014
40420,29150,58300,92750,238500,2014
40460,18550,34450,58300,238500,2014
40484,45050,92750,119250,238500,2014
40540,39750,71550,119250,238500,2014
40580,18550,39750,71550,238500,2014
40620,18550,45050,71550,238500,2014
40660,23850,45050,92750,238500,2014
40700,23850,45050,71550,238500,2014
40740,23850,45050,92750,238500,2014
40760,18550,39750,71550,238500,2014
40780,23850,39750,71550,238500,2014
40820,18550,34450,71550,238500,2014
40860,23850,50350,92750,238500,2014
40900,34450,71550,119250,238500,2014
40940,23850,50350,92750,238500,2014
40980,23850,45050,92750,238500,2014
41060,29150,58300,92750,238500,2014
41100,29150,58300,92750,238500,2014
41140,23850,50350,92750,238500,2014
41180,29150,58300,92750,238500,2014
41220,29150,58300,92750,238500,2014
41260,29150,50350,92750,238500,2014
41400,23850,50350,71550,238500,2014
41420,29150,58300,92750,238500,2014
41460,29150,50350,92750,238500,2014
41500,34450,71550,119250,238500,2014
41540,29150,58300,92750,238500,2014
41620,39750,71550,119250,238500,2014
41660,29150,50350,92750,238500,2014
