metdiv,Year,inc_1,inc_2,inc_3,inc_4
10740,2000,34425,57375,103275,344250
10760,2000,19125,49725,84150,344250
10780,2000,19125,42075,84150,344250
10820,2000,26775,57375,84150,344250
10860,2000,19125,42075,72675,344250
10900,2000,34425,65025,103275,344250
10940,2000,34425,57375,84150,344250
10980,2000,26775,49725,84150,344250
11020,2000,26775,49725,84150,344250
11060,2000,26775,49725,84150,344250
11100,2000,26775,57375,103275,344250
11140,2000,19125,49725,84150,344250
11180,2000,34425,65025,103275,344250
11220,2000,26775,49725,84150,344250
11244,2000,49725,84150,133875,344250
11260,2000,49725,84150,133875,344250
11380,2000,26775,49725,84150,344250
11420,2000,42075,65025,103275,344250
11460,2000,42075,84150,133875,344250
11500,2000,26775,49725,84150,344250
11540,2000,49725,84150,103275,344250
11580,2000,26775,42075,72675,344250
11620,2000,19125,42075,84150,344250
11640,2000,7650,19125,34425,344250
11660,2000,19125,42075,72675,344250
11680,2000,26775,49725,84150,344250
11700,2000,34425,57375,84150,344250
11740,2000,34425,57375,84150,344250
11780,2000,26775,57375,84150,344250
11820,2000,26775,57375,84150,344250
11860,2000,26775,49725,72675,344250
11900,2000,19125,42075,72675,344250
11940,2000,26775,49725,84150,344250
11980,2000,26775,49725,84150,344250
12020,2000,26775,49725,84150,344250
12060,2000,42075,84150,133875,344250
12100,2000,34425,65025,103275,344250
12120,2000,19125,42075,72675,344250
12140,2000,42075,65025,103275,344250
12180,2000,34425,57375,84150,344250
12220,2000,19125,49725,84150,344250
12260,2000,26775,57375,103275,344250
12300,2000,26775,57375,84150,344250
12380,2000,34425,57375,84150,344250
12420,2000,42075,72675,133875,344250
12460,2000,19125,42075,72675,344250
12540,2000,26775,57375,103275,344250
12580,2000,42075,72675,133875,344250
12620,2000,26775,49725,84150,344250
12660,2000,34425,65025,103275,344250
12680,2000,26775,57375,84150,344250
12700,2000,42075,72675,103275,344250
12740,2000,34425,65025,103275,344250
12780,2000,26775,57375,103275,344250
12820,2000,19125,34425,72675,344250
12860,2000,34425,65025,103275,344250
12900,2000,26775,49725,72675,344250
12940,2000,26775,57375,103275,344250
12980,2000,34425,57375,103275,344250
13020,2000,34425,57375,103275,344250
13060,2000,19125,49725,84150,344250
13100,2000,26775,49725,84150,344250
13140,2000,26775,57375,103275,344250
13180,2000,42075,65025,103275,344250
13220,2000,19125,42075,72675,344250
13260,2000,26775,57375,84150,344250
13300,2000,19125,42075,72675,344250
13340,2000,34425,65025,103275,344250
13380,2000,34425,57375,103275,344250
13420,2000,26775,49725,84150,344250
13460,2000,34425,65025,103275,344250
13500,2000,19125,42075,72675,344250
13540,2000,34425,57375,103275,344250
13620,2000,26775,49725,84150,344250
13660,2000,26775,49725,84150,344250
13700,2000,26775,49725,84150,344250
13720,2000,19125,34425,65025,344250
13740,2000,26775,57375,84150,344250
13780,2000,26775,57375,103275,344250
13820,2000,26775,57375,103275,344250
13900,2000,34425,57375,103275,344250
13940,2000,34425,57375,84150,344250
13980,2000,26775,49725,84150,344250
14010,2000,34425,72675,103275,344250
14020,2000,26775,49725,103275,344250
14100,2000,26775,49725,84150,344250
14140,2000,19125,42075,72675,344250
14180,2000,19125,42075,72675,344250
14220,2000,19125,34425,65025,344250
14260,2000,34425,65025,103275,344250
14300,2000,26775,49725,84150,344250
14340,2000,34425,65025,84150,344250
14380,2000,26775,49725,84150,344250
14420,2000,26775,57375,84150,344250
14454,2000,42075,84150,133875,344250
14500,2000,42075,84150,133875,344250
14540,2000,26775,49725,84150,344250
14580,2000,34425,57375,84150,344250
14620,2000,26775,49725,84150,344250
14660,2000,26775,57375,84150,344250
14700,2000,26775,49725,72675,344250
14720,2000,49725,84150,133875,344250
14740,2000,42075,72675,103275,344250
14780,2000,26775,57375,84150,344250
14820,2000,34425,57375,84150,344250
14860,2000,49725,103275,172125,344250
15020,2000,19125,42075,72675,344250
15060,2000,26775,42075,72675,344250
15100,2000,26775,49725,84150,344250
15140,2000,19125,42075,72675,344250
15180,2000,19125,42075,72675,344250
15220,2000,19125,49725,84150,344250
15260,2000,26775,57375,103275,344250
15340,2000,26775,57375,84150,344250
15380,2000,26775,57375,103275,344250
15420,2000,26775,49725,72675,344250
15460,2000,34425,57375,84150,344250
15500,2000,34425,57375,103275,344250
15540,2000,42075,72675,103275,344250
15580,2000,19125,42075,84150,344250
15620,2000,26775,49725,84150,344250
15660,2000,34425,57375,84150,344250
15680,2000,49725,84150,133875,344250
15700,2000,26775,49725,84150,344250
15740,2000,26775,42075,72675,344250
15764,2000,42075,84150,133875,344250
15780,2000,19125,42075,72675,344250
15804,2000,42075,84150,133875,344250
15820,2000,19125,42075,72675,344250
15860,2000,26775,49725,84150,344250
15900,2000,26775,49725,84150,344250
15940,2000,34425,57375,103275,344250
15980,2000,34425,65025,103275,344250
16020,2000,26775,49725,84150,344250
16060,2000,19125,42075,84150,344250
16100,2000,26775,49725,84150,344250
16140,2000,26775,57375,84150,344250
16180,2000,34425,65025,103275,344250
16220,2000,26775,57375,103275,344250
16260,2000,26775,49725,84150,344250
16300,2000,42075,72675,103275,344250
16340,2000,26775,49725,84150,344250
16380,2000,34425,65025,103275,344250
16420,2000,19125,42075,72675,344250
16460,2000,26775,49725,84150,344250
16500,2000,26775,57375,84150,344250
16540,2000,34425,65025,103275,344250
16580,2000,26775,57375,103275,344250
16620,2000,26775,49725,84150,344250
16660,2000,26775,49725,84150,344250
16700,2000,34425,57375,103275,344250
16740,2000,42075,72675,103275,344250
16820,2000,34425,65025,103275,344250
16860,2000,26775,57375,103275,344250
16940,2000,34425,57375,103275,344250
16974,2000,42075,84150,133875,344250
17020,2000,26775,49725,84150,344250
17060,2000,26775,57375,84150,344250
17140,2000,34425,65025,103275,344250
17200,2000,34425,65025,103275,344250
17220,2000,19125,42075,84150,344250
17260,2000,7650,34425,72675,344250
17300,2000,34425,57375,84150,344250
17340,2000,26775,42075,84150,344250
17380,2000,7650,34425,65025,344250
17420,2000,26775,49725,84150,344250
17460,2000,34425,65025,103275,344250
17500,2000,26775,49725,84150,344250
17540,2000,26775,57375,84150,344250
17580,2000,19125,42075,72675,344250
17620,2000,7650,19125,34425,344250
17640,2000,7650,19125,34425,344250
17660,2000,34425,57375,84150,344250
17700,2000,26775,49725,72675,344250
17740,2000,34425,57375,84150,344250
17780,2000,19125,42075,84150,344250
17820,2000,42075,72675,103275,344250
17860,2000,26775,57375,103275,344250
17900,2000,34425,65025,103275,344250
17980,2000,26775,49725,84150,344250
18020,2000,34425,65025,103275,344250
18060,2000,19125,49725,84150,344250
18100,2000,34425,57375,84150,344250
18140,2000,34425,65025,103275,344250
18180,2000,42075,72675,103275,344250
18220,2000,34425,57375,84150,344250
18260,2000,26775,42075,72675,344250
18300,2000,26775,49725,84150,344250
18380,2000,19125,42075,72675,344250
18420,2000,19125,42075,72675,344250
18460,2000,26775,57375,84150,344250
18500,2000,26775,57375,84150,344250
18580,2000,26775,57375,103275,344250
18620,2000,19125,49725,84150,344250
18660,2000,26775,49725,84150,344250
18700,2000,34425,65025,103275,344250
18740,2000,26775,49725,84150,344250
18780,2000,34425,65025,84150,344250
18820,2000,34425,65025,103275,344250
18860,2000,19125,42075,84150,344250
18880,2000,34425,57375,103275,344250
18900,2000,26775,49725,72675,344250
18980,2000,26775,49725,84150,344250
19000,2000,26775,49725,84150,344250
19060,2000,26775,49725,84150,344250
19124,2000,42075,72675,133875,344250
19140,2000,34425,57375,103275,344250
19180,2000,26775,49725,84150,344250
19220,2000,26775,49725,84150,344250
19260,2000,26775,49725,84150,344250
19300,2000,34425,65025,103275,344250
19340,2000,34425,65025,103275,344250
19380,2000,34425,65025,103275,344250
19420,2000,19125,42075,72675,344250
19460,2000,26775,57375,103275,344250
19500,2000,34425,57375,103275,344250
19540,2000,34425,65025,84150,344250
19580,2000,42075,65025,103275,344250
19620,2000,19125,42075,72675,344250
19660,2000,34425,57375,84150,344250
19700,2000,19125,26775,57375,344250
19740,2000,42075,84150,133875,344250
19760,2000,26775,49725,84150,344250
19780,2000,42075,72675,103275,344250
19804,2000,34425,65025,103275,344250
19860,2000,26775,49725,84150,344250
19940,2000,34425,65025,103275,344250
19980,2000,34425,57375,84150,344250
20020,2000,26775,49725,84150,344250
20060,2000,26775,49725,84150,344250
20100,2000,34425,65025,103275,344250
20140,2000,19125,49725,84150,344250
20180,2000,26775,49725,84150,344250
20220,2000,34425,57375,103275,344250
20260,2000,26775,57375,84150,344250
20300,2000,26775,49725,84150,344250
20340,2000,26775,49725,84150,344250
20380,2000,26775,49725,84150,344250
20420,2000,34425,57375,103275,344250
20460,2000,19125,42075,72675,344250
20500,2000,34425,65025,103275,344250
20524,2000,49725,84150,133875,344250
20540,2000,26775,49725,84150,344250
20580,2000,19125,34425,57375,344250
20660,2000,34425,65025,103275,344250
20700,2000,42075,72675,103275,344250
20740,2000,34425,57375,103275,344250
20780,2000,57375,103275,133875,344250
20820,2000,34425,57375,84150,344250
20900,2000,26775,49725,84150,344250
20940,2000,26775,49725,84150,344250
20980,2000,19125,42075,84150,344250
20994,2000,49725,84150,133875,344250
21020,2000,26775,49725,84150,344250
21060,2000,34425,57375,84150,344250
21120,2000,19125,42075,72675,344250
21140,2000,42075,65025,103275,344250
21180,2000,19125,42075,72675,344250
21220,2000,42075,72675,103275,344250
21260,2000,19125,49725,84150,344250
21300,2000,26775,57375,84150,344250
21340,2000,26775,49725,84150,344250
21380,2000,26775,49725,84150,344250
21420,2000,26775,49725,84150,344250
21460,2000,26775,49725,84150,344250
21500,2000,26775,57375,84150,344250
21540,2000,26775,57375,84150,344250
21580,2000,19125,42075,84150,344250
21640,2000,19125,34425,72675,344250
21660,2000,26775,57375,103275,344250
21700,2000,26775,49725,84150,344250
21740,2000,34425,65025,103275,344250
21780,2000,34425,57375,103275,344250
21820,2000,42075,72675,133875,344250
21840,2000,26775,49725,84150,344250
21860,2000,26775,49725,84150,344250
21900,2000,19125,42075,84150,344250
21980,2000,34425,65025,103275,344250
22020,2000,34425,57375,103275,344250
22060,2000,42075,72675,103275,344250
22100,2000,26775,49725,72675,344250
22140,2000,26775,49725,84150,344250
22180,2000,34425,57375,84150,344250
22220,2000,34425,57375,84150,344250
22260,2000,26775,57375,84150,344250
22280,2000,34425,65025,84150,344250
22300,2000,34425,65025,103275,344250
22340,2000,19125,42075,84150,344250
22380,2000,34425,57375,103275,344250
22420,2000,34425,65025,103275,344250
22500,2000,26775,49725,84150,344250
22520,2000,26775,49725,84150,344250
22540,2000,42075,72675,103275,344250
22580,2000,26775,49725,84150,344250
22620,2000,19125,42075,65025,344250
22660,2000,42075,72675,133875,344250
22700,2000,26775,49725,84150,344250
22744,2000,34425,65025,103275,344250
22780,2000,34425,49725,84150,344250
22800,2000,26775,57375,84150,344250
22820,2000,34425,49725,84150,344250
22840,2000,19125,42075,72675,344250
22860,2000,26775,49725,72675,344250
22900,2000,26775,49725,84150,344250
23060,2000,34425,65025,103275,344250
23104,2000,42075,72675,103275,344250
23140,2000,34425,65025,103275,344250
23180,2000,34425,65025,103275,344250
23240,2000,34425,57375,84150,344250
23300,2000,34425,57375,103275,344250
23340,2000,26775,57375,84150,344250
23380,2000,34425,65025,103275,344250
23420,2000,26775,49725,103275,344250
23460,2000,26775,49725,84150,344250
23500,2000,26775,49725,84150,344250
23540,2000,19125,49725,84150,344250
23580,2000,42075,65025,103275,344250
23620,2000,26775,57375,84150,344250
23660,2000,26775,57375,84150,344250
23700,2000,19125,34425,72675,344250
23780,2000,34425,57375,84150,344250
23820,2000,42075,84150,133875,344250
23844,2000,34425,65025,103275,344250
23860,2000,26775,49725,84150,344250
23900,2000,34425,65025,103275,344250
23940,2000,42075,72675,103275,344250
23980,2000,19125,42075,72675,344250
24020,2000,34425,57375,103275,344250
24060,2000,42075,72675,133875,344250
24100,2000,26775,49725,84150,344250
24140,2000,26775,49725,84150,344250
24220,2000,26775,57375,84150,344250
24260,2000,34425,57375,84150,344250
24300,2000,34425,57375,84150,344250
24330,2000,26775,57375,84150,344250
24340,2000,42075,72675,103275,344250
24380,2000,19125,42075,72675,344250
24420,2000,26775,49725,84150,344250
24460,2000,26775,49725,84150,344250
24500,2000,26775,49725,84150,344250
24540,2000,34425,65025,103275,344250
24580,2000,42075,72675,103275,344250
24620,2000,26775,42075,72675,344250
24640,2000,34425,65025,103275,344250
24660,2000,34425,65025,103275,344250
24700,2000,34425,57375,84150,344250
24740,2000,19125,42075,72675,344250
24780,2000,26775,49725,84150,344250
24820,2000,34425,57375,84150,344250
24860,2000,34425,57375,103275,344250
24900,2000,19125,34425,65025,344250
24940,2000,26775,49725,84150,344250
24980,2000,19125,42075,72675,344250
25020,2000,7650,19125,42075,344250
25060,2000,34425,57375,84150,344250
25100,2000,26775,49725,84150,344250
25180,2000,34425,57375,103275,344250
25200,2000,42075,65025,103275,344250
25220,2000,19125,42075,84150,344250
25260,2000,26775,57375,84150,344250
25300,2000,26775,49725,84150,344250
25420,2000,34425,65025,103275,344250
25460,2000,19125,42075,72675,344250
25500,2000,34425,57375,84150,344250
25540,2000,42075,84150,133875,344250
25580,2000,34425,57375,84150,344250
25620,2000,19125,49725,84150,344250
25700,2000,26775,49725,84150,344250
25720,2000,42075,72675,103275,344250
25740,2000,34425,57375,84150,344250
25760,2000,7650,34425,65025,344250
25780,2000,26775,49725,84150,344250
25820,2000,19125,42075,72675,344250
25840,2000,26775,57375,84150,344250
25860,2000,34425,57375,84150,344250
25880,2000,34425,65025,103275,344250
25900,2000,34425,57375,103275,344250
25940,2000,34425,65025,103275,344250
25980,2000,26775,49725,84150,344250
26020,2000,19125,42075,84150,344250
26090,2000,42075,72675,103275,344250
26140,2000,26775,49725,84150,344250
26220,2000,34425,57375,84150,344250
26260,2000,19125,42075,72675,344250
26300,2000,26775,49725,84150,344250
26340,2000,19125,42075,72675,344250
26380,2000,26775,57375,84150,344250
26420,2000,34425,65025,133875,344250
26460,2000,34425,65025,103275,344250
26500,2000,26775,49725,84150,344250
26540,2000,34425,65025,103275,344250
26580,2000,19125,49725,84150,344250
26620,2000,34425,65025,103275,344250
26660,2000,19125,49725,84150,344250
26700,2000,26775,49725,84150,344250
26740,2000,26775,57375,84150,344250
26780,2000,42075,72675,103275,344250
26820,2000,34425,65025,103275,344250
26860,2000,26775,42075,84150,344250
26900,2000,42075,72675,103275,344250
26940,2000,19125,34425,72675,344250
26960,2000,34425,65025,103275,344250
26980,2000,34425,57375,103275,344250
27020,2000,26775,49725,84150,344250
27060,2000,26775,57375,103275,344250
27100,2000,34425,65025,103275,344250
27140,2000,26775,57375,103275,344250
27160,2000,19125,42075,72675,344250
27180,2000,26775,57375,84150,344250
27220,2000,42075,72675,103275,344250
27260,2000,34425,65025,103275,344250
27300,2000,34425,57375,84150,344250
27340,2000,26775,49725,84150,344250
27380,2000,26775,42075,72675,344250
27420,2000,26775,49725,84150,344250
27460,2000,26775,49725,84150,344250
27500,2000,42075,72675,103275,344250
27540,2000,34425,65025,103275,344250
27580,2000,7650,7650,34425,344250
27600,2000,34425,65025,103275,344250
27620,2000,34425,65025,103275,344250
27660,2000,19125,42075,72675,344250
27700,2000,26775,49725,84150,344250
27740,2000,26775,49725,84150,344250
27780,2000,26775,49725,72675,344250
27860,2000,26775,49725,84150,344250
27900,2000,26775,49725,84150,344250
27920,2000,26775,49725,84150,344250
27940,2000,49725,103275,133875,344250
27980,2000,42075,72675,133875,344250
28020,2000,34425,65025,103275,344250
28060,2000,26775,49725,84150,344250
28100,2000,34425,65025,103275,344250
28140,2000,42075,72675,103275,344250
28180,2000,34425,65025,103275,344250
28260,2000,34425,57375,84150,344250
28300,2000,34425,65025,103275,344250
28340,2000,34425,65025,103275,344250
28380,2000,19125,34425,65025,344250
28420,2000,34425,65025,103275,344250
28500,2000,26775,49725,84150,344250
28540,2000,42075,72675,103275,344250
28580,2000,34425,65025,103275,344250
28620,2000,34425,65025,103275,344250
28660,2000,34425,57375,84150,344250
28700,2000,26775,49725,84150,344250
28740,2000,34425,65025,103275,344250
28780,2000,19125,42075,84150,344250
28820,2000,26775,49725,84150,344250
28860,2000,19125,42075,72675,344250
28900,2000,26775,49725,84150,344250
28940,2000,26775,57375,103275,344250
29020,2000,34425,65025,103275,344250
29060,2000,42075,65025,103275,344250
29100,2000,34425,57375,103275,344250
29180,2000,26775,49725,84150,344250
29200,2000,34425,57375,103275,344250
29260,2000,26775,49725,84150,344250
29300,2000,26775,57375,84150,344250
29340,2000,26775,57375,103275,344250
29380,2000,26775,49725,84150,344250
29404,2000,49725,103275,172125,344250
29420,2000,26775,49725,84150,344250
29460,2000,34425,57375,84150,344250
29500,2000,19125,42075,72675,344250
29540,2000,42075,72675,103275,344250
29620,2000,34425,65025,103275,344250
29660,2000,19125,42075,84150,344250
29700,2000,19125,42075,84150,344250
29740,2000,19125,42075,84150,344250
29780,2000,19125,42075,72675,344250
29820,2000,42075,65025,103275,344250
29860,2000,19125,42075,72675,344250
29900,2000,19125,49725,84150,344250
29940,2000,26775,57375,103275,344250
29980,2000,26775,49725,72675,344250
30020,2000,26775,49725,84150,344250
30060,2000,19125,42075,72675,344250
30140,2000,34425,65025,103275,344250
30220,2000,26775,49725,84150,344250
30260,2000,34425,57375,103275,344250
30280,2000,26775,57375,84150,344250
30300,2000,26775,57375,84150,344250
30340,2000,26775,57375,84150,344250
30380,2000,26775,49725,72675,344250
30420,2000,34425,57375,84150,344250
30460,2000,34425,65025,103275,344250
30580,2000,34425,57375,84150,344250
30620,2000,26775,57375,84150,344250
30660,2000,34425,57375,103275,344250
30700,2000,34425,65025,103275,344250
30780,2000,34425,57375,103275,344250
30820,2000,26775,49725,84150,344250
30860,2000,34425,57375,103275,344250
30880,2000,19125,34425,65025,344250
30900,2000,34425,57375,84150,344250
30940,2000,19125,34425,65025,344250
30980,2000,26775,49725,84150,344250
31020,2000,34425,57375,103275,344250
31060,2000,72675,103275,172125,344250
31084,2000,34425,65025,133875,344250
31140,2000,34425,65025,103275,344250
31180,2000,26775,49725,84150,344250
31220,2000,26775,49725,84150,344250
31260,2000,26775,49725,84150,344250
31300,2000,19125,42075,72675,344250
31340,2000,34425,57375,103275,344250
31380,2000,19125,49725,84150,344250
31420,2000,26775,57375,103275,344250
31460,2000,26775,57375,84150,344250
31500,2000,34425,57375,84150,344250
31540,2000,42075,72675,103275,344250
31580,2000,26775,49725,84150,344250
31620,2000,19125,42075,84150,344250
31660,2000,26775,49725,84150,344250
31680,2000,26775,49725,72675,344250
31700,2000,49725,84150,133875,344250
31740,2000,26775,49725,84150,344250
31820,2000,34425,65025,103275,344250
31860,2000,34425,65025,103275,344250
31900,2000,34425,57375,103275,344250
31930,2000,26775,49725,84150,344250
31940,2000,26775,49725,84150,344250
31980,2000,26775,57375,84150,344250
32000,2000,26775,49725,84150,344250
32020,2000,34425,57375,84150,344250
32100,2000,26775,57375,84150,344250
32140,2000,26775,57375,84150,344250
32180,2000,26775,49725,84150,344250
32220,2000,26775,49725,84150,344250
32260,2000,34425,57375,84150,344250
32280,2000,19125,42075,84150,344250
32300,2000,26775,49725,72675,344250
32340,2000,26775,49725,84150,344250
32380,2000,26775,57375,84150,344250
32420,2000,7650,19125,42075,344250
32460,2000,19125,49725,84150,344250
32500,2000,19125,42075,84150,344250
32540,2000,19125,42075,72675,344250
32580,2000,19125,34425,65025,344250
32620,2000,19125,34425,65025,344250
32660,2000,19125,49725,84150,344250
32700,2000,34425,65025,84150,344250
32740,2000,26775,49725,84150,344250
32780,2000,26775,57375,103275,344250
32820,2000,34425,57375,103275,344250
32860,2000,34425,57375,84150,344250
32900,2000,26775,57375,84150,344250
32940,2000,19125,42075,84150,344250
32980,2000,34425,57375,84150,344250
33020,2000,26775,49725,84150,344250
33060,2000,19125,42075,65025,344250
33124,2000,26775,57375,103275,344250
33140,2000,34425,65025,103275,344250
33180,2000,7650,26775,57375,344250
33220,2000,34425,72675,133875,344250
33260,2000,34425,57375,103275,344250
33300,2000,26775,49725,84150,344250
33340,2000,34425,72675,103275,344250
33420,2000,26775,49725,84150,344250
33460,2000,49725,84150,133875,344250
33500,2000,26775,49725,84150,344250
33540,2000,26775,49725,84150,344250
33580,2000,26775,49725,84150,344250
33620,2000,26775,49725,72675,344250
33660,2000,26775,49725,84150,344250
33700,2000,34425,65025,103275,344250
33740,2000,19125,49725,84150,344250
33780,2000,42075,84150,133875,344250
33860,2000,26775,57375,103275,344250
33874,2000,49725,103275,133875,344250
33940,2000,26775,49725,84150,344250
33980,2000,34425,57375,103275,344250
34020,2000,19125,42075,84150,344250
34060,2000,19125,42075,84150,344250
34100,2000,26775,49725,84150,344250
34140,2000,26775,49725,84150,344250
34180,2000,26775,57375,84150,344250
34220,2000,19125,42075,72675,344250
34260,2000,26775,42075,72675,344250
34300,2000,34425,49725,84150,344250
34340,2000,26775,49725,84150,344250
34380,2000,26775,49725,84150,344250
34420,2000,26775,49725,84150,344250
34460,2000,19125,42075,72675,344250
34500,2000,26775,49725,84150,344250
34540,2000,34425,57375,84150,344250
34580,2000,34425,65025,103275,344250
34620,2000,26775,49725,103275,344250
34660,2000,19125,42075,84150,344250
34700,2000,34425,65025,103275,344250
34740,2000,34425,57375,103275,344250
34780,2000,19125,42075,72675,344250
34820,2000,34425,57375,84150,344250
34860,2000,19125,42075,84150,344250
34900,2000,42075,84150,133875,344250
34940,2000,42075,72675,133875,344250
34980,2000,34425,65025,103275,344250
35004,2000,57375,103275,172125,344250
35020,2000,19125,34425,65025,344250
35060,2000,19125,42075,72675,344250
35084,2000,49725,103275,172125,344250
35100,2000,26775,57375,84150,344250
35140,2000,26775,49725,84150,344250
35220,2000,34425,57375,103275,344250
35260,2000,26775,49725,84150,344250
35300,2000,34425,72675,133875,344250
35380,2000,26775,57375,103275,344250
35420,2000,34425,57375,84150,344250
35440,2000,26775,49725,84150,344250
35460,2000,19125,42075,65025,344250
35500,2000,34425,65025,103275,344250
35580,2000,34425,57375,103275,344250
35614,2000,34425,72675,133875,344250
35660,2000,26775,57375,103275,344250
35700,2000,26775,42075,84150,344250
35740,2000,26775,57375,84150,344250
35820,2000,26775,57375,84150,344250
35840,2000,34425,65025,103275,344250
35860,2000,34425,57375,84150,344250
35900,2000,26775,49725,84150,344250
35940,2000,34425,65025,103275,344250
35980,2000,42075,84150,133875,344250
36020,2000,42075,72675,103275,344250
36084,2000,49725,84150,133875,344250
36100,2000,26775,49725,84150,344250
36140,2000,34425,65025,103275,344250
36220,2000,26775,49725,84150,344250
36260,2000,42075,72675,103275,344250
36300,2000,26775,49725,84150,344250
36340,2000,26775,49725,84150,344250
36380,2000,26775,49725,84150,344250
36420,2000,26775,57375,103275,344250
36460,2000,26775,49725,84150,344250
36500,2000,42075,72675,103275,344250
36540,2000,42075,65025,103275,344250
36580,2000,26775,49725,84150,344250
36620,2000,26775,49725,84150,344250
36660,2000,7650,34425,65025,344250
36700,2000,19125,42075,84150,344250
36740,2000,34425,65025,103275,344250
36780,2000,42075,65025,103275,344250
36820,2000,34425,57375,84150,344250
36830,2000,26775,49725,72675,344250
36840,2000,34425,57375,84150,344250
36860,2000,34425,65025,103275,344250
36900,2000,26775,49725,84150,344250
36940,2000,42075,72675,103275,344250
36980,2000,26775,57375,84150,344250
37020,2000,34425,65025,103275,344250
37060,2000,19125,42075,84150,344250
37080,2000,26775,57375,103275,344250
37100,2000,49725,84150,133875,344250
37120,2000,26775,49725,84150,344250
37140,2000,26775,49725,84150,344250
37220,2000,26775,57375,84150,344250
37260,2000,19125,42075,72675,344250
37300,2000,26775,49725,84150,344250
37340,2000,34425,65025,103275,344250
37420,2000,26775,49725,84150,344250
37460,2000,26775,57375,84150,344250
37500,2000,26775,49725,72675,344250
37540,2000,26775,42075,72675,344250
37580,2000,26775,49725,84150,344250
37620,2000,26775,49725,84150,344250
37660,2000,26775,49725,72675,344250
37740,2000,26775,49725,84150,344250
37780,2000,19125,34425,65025,344250
37800,2000,34425,65025,103275,344250
37860,2000,34425,57375,103275,344250
37900,2000,34425,65025,103275,344250
37940,2000,34425,57375,84150,344250
37964,2000,26775,57375,103275,344250
38060,2000,42075,65025,103275,344250
38100,2000,26775,49725,84150,344250
38180,2000,34425,57375,84150,344250
38220,2000,26775,49725,84150,344250
38240,2000,34425,65025,103275,344250
38260,2000,19125,42075,84150,344250
38300,2000,26775,57375,103275,344250
38340,2000,26775,57375,103275,344250
38380,2000,26775,49725,84150,344250
38420,2000,26775,57375,84150,344250
38460,2000,26775,57375,84150,344250
38500,2000,34425,65025,103275,344250
38540,2000,26775,57375,84150,344250
38580,2000,19125,42075,72675,344250
38620,2000,26775,49725,84150,344250
38660,2000,7650,19125,34425,344250
38700,2000,34425,65025,103275,344250
38740,2000,19125,42075,72675,344250
38780,2000,19125,42075,72675,344250
38820,2000,26775,57375,84150,344250
38840,2000,42075,65025,103275,344250
38860,2000,34425,65025,103275,344250
38900,2000,42075,72675,103275,344250
38920,2000,26775,49725,84150,344250
38940,2000,34425,57375,103275,344250
39020,2000,19125,42075,72675,344250
39060,2000,26775,49725,84150,344250
39140,2000,26775,49725,84150,344250
39220,2000,26775,49725,84150,344250
39260,2000,26775,49725,84150,344250
39300,2000,34425,65025,103275,344250
39340,2000,42075,72675,103275,344250
39380,2000,26775,49725,84150,344250
39420,2000,19125,42075,84150,344250
39460,2000,34425,57375,84150,344250
39500,2000,26775,49725,84150,344250
39540,2000,42075,72675,103275,344250
39580,2000,42075,84150,133875,344250
39660,2000,34425,57375,84150,344250
39700,2000,7650,34425,57375,344250
39740,2000,34425,65025,103275,344250
39780,2000,26775,49725,84150,344250
39820,2000,26775,49725,84150,344250
39860,2000,42075,72675,103275,344250
39900,2000,42075,72675,103275,344250
39940,2000,26775,49725,84150,344250
39980,2000,26775,49725,84150,344250
40060,2000,42075,72675,103275,344250
40080,2000,19125,49725,84150,344250
40100,2000,7650,26775,49725,344250
40140,2000,34425,65025,103275,344250
40180,2000,26775,49725,84150,344250
40220,2000,34425,57375,103275,344250
40260,2000,19125,42075,72675,344250
40300,2000,42075,72675,103275,344250
40340,2000,42075,72675,103275,344250
40380,2000,34425,65025,103275,344250
40420,2000,34425,65025,103275,344250
40460,2000,19125,42075,72675,344250
40484,2000,49725,84150,133875,344250
40540,2000,42075,72675,103275,344250
40580,2000,26775,49725,84150,344250
40620,2000,19125,42075,84150,344250
40660,2000,26775,57375,84150,344250
40700,2000,26775,49725,84150,344250
40740,2000,19125,42075,72675,344250
40760,2000,26775,49725,84150,344250
40780,2000,26775,49725,84150,344250
40820,2000,19125,42075,84150,344250
40860,2000,34425,57375,84150,344250
40900,2000,42075,72675,133875,344250
40940,2000,19125,42075,84150,344250
40980,2000,34425,57375,103275,344250
41060,2000,34425,65025,103275,344250
41100,2000,34425,57375,84150,344250
41140,2000,26775,49725,84150,344250
41180,2000,34425,65025,103275,344250
41220,2000,34425,65025,103275,344250
41260,2000,34425,57375,84150,344250
41400,2000,26775,49725,84150,344250
41420,2000,34425,65025,103275,344250
41460,2000,34425,57375,84150,344250
41500,2000,42075,72675,133875,344250
41540,2000,34425,57375,103275,344250
41620,2000,42075,72675,133875,344250
41660,2000,26775,49725,84150,344250
41700,2000,34425,57375,103275,344250
41740,2000,42075,72675,133875,344250
41760,2000,26775,49725,84150,344250
41780,2000,34425,65025,103275,344250
41820,2000,34425,57375,103275,344250
41884,2000,49725,103275,172125,344250
41900,2000,7650,19125,42075,344250
41940,2000,65025,103275,172125,344250
41980,2000,7650,26775,49725,344250
42020,2000,34425,65025,103275,344250
42034,2000,57375,103275,210375,344250
42100,2000,42075,84150,133875,344250
42140,2000,34425,65025,103275,344250
42180,2000,7650,19125,34425,344250
42200,2000,42075,72675,133875,344250
42220,2000,42075,84150,133875,344250
42300,2000,26775,49725,84150,344250
