metdiv,Year,inc_1,inc_2,inc_3,inc_4
46780,2002,33645,55335,82305,325350
46820,2002,19185,41985,73125,325350
46860,2002,28635,54765,86745,325350
46900,2002,26415,43095,73125,325350
46980,2002,25305,48105,82305,325350
47020,2002,32535,56445,102045,325350
47080,2002,18075,40875,82305,325350
47180,2002,19185,49215,82305,325350
47220,2002,33645,58110,102045,325350
47240,2002,33645,67005,102045,325350
47260,2002,34755,64230,102045,325350
47300,2002,26415,49215,86745,325350
47340,2002,32535,55335,82305,325350
47380,2002,26415,49215,86745,325350
47420,2002,27525,58110,86745,325350
47460,2002,26415,56445,86745,325350
47540,2002,40875,64230,102045,325350
47580,2002,33645,64230,102045,325350
47620,2002,32535,55335,82305,325350
47660,2002,26415,50325,82305,325350
47664,2002,46995,79530,132075,325350
47700,2002,39765,64230,102045,325350
47780,2002,27525,50325,82305,325350
47820,2002,19185,48105,82305,325350
47894,2002,50325,102045,137625,325350
47920,2002,32535,54225,82305,325350
47940,2002,33645,56445,102045,325350
47980,2002,26415,56445,82305,325350
48020,2002,40875,70350,102045,325350
48060,2002,27525,50325,86745,325350
48100,2002,26415,41985,70350,325350
48140,2002,39765,70350,102045,325350
48180,2002,19185,41985,73125,325350
48220,2002,20295,43095,77565,325350
48260,2002,26415,49215,82305,325350
48300,2002,33645,58110,102045,325350
48424,2002,33645,70350,126525,325350
48460,2002,19185,34755,64230,325350
48500,2002,18075,39765,70350,325350
48540,2002,26415,49215,82305,325350
48580,2002,39765,70350,102045,325350
48620,2002,33645,64230,102045,325350
48660,2002,26415,50325,86745,325350
48700,2002,26415,49215,82305,325350
48780,2002,29745,54765,92295,325350
48820,2002,33645,56445,102045,325350
48864,2002,40875,82305,132075,325350
48900,2002,32535,56445,102045,325350
48940,2002,32535,62565,97605,325350
48980,2002,25305,48105,82305,325350
49020,2002,33645,64230,102045,325350
49080,2002,39765,70350,102045,325350
49100,2002,32535,56445,86745,325350
49180,2002,32535,62565,102045,325350
49220,2002,33645,62565,102045,325350
49260,2002,27525,51990,86745,325350
49300,2002,33645,62565,102045,325350
49340,2002,34755,73125,132075,325350
49380,2002,26415,50325,82305,325350
49420,2002,26415,49215,86745,325350
49460,2002,26415,51990,86745,325350
49620,2002,40875,70350,102045,325350
49660,2002,26415,55335,82305,325350
49700,2002,27525,50325,86745,325350
49740,2002,26415,49215,82305,325350
49780,2002,26415,49215,82305,325350
49820,2002,18075,33645,67005,325350
10100,2003,26235,50625,88042.5,315900
10140,2003,26235,48960,81382.5,315900
10180,2003,26235,48960,81382.5,315900
10220,2003,19215,43605,73350,315900
10260,2003,7020,9517.5,27900,315900
10300,2003,38610,66690,101430,315900
10380,2003,7020,17550,33255,315900
10420,2003,33255,61335,101430,315900
10460,2003,24570,47295,73350,315900
10500,2003,24570,47295,81382.5,315900
10540,2003,31590,55980,81382.5,315900
10580,2003,34920,67995,109755,315900
10620,2003,26235,54315,81382.5,315900
10660,2003,31590,54315,81382.5,315900
10700,2003,24570,47295,81382.5,315900
10740,2003,31590,55980,101430,315900
10760,2003,19215,47295,81382.5,315900
10780,2003,19215,43605,81382.5,315900
10820,2003,27900,55980,88042.5,315900
10860,2003,19215,43605,73350,315900
10900,2003,34920,63832.5,101430,315900
10940,2003,31590,52650,81382.5,315900
10980,2003,24570,47295,81382.5,315900
11020,2003,26235,48960,81382.5,315900
11060,2003,26235,48960,81382.5,315900
11100,2003,26235,55980,101430,315900
11140,2003,17550,45630,81382.5,315900
11180,2003,31590,61335,101430,315900
11220,2003,26235,48960,88042.5,315900
11244,2003,47295,88042.5,139500,315900
11260,2003,48960,81382.5,131175,315900
11380,2003,27900,53122.5,88042.5,315900
11420,2003,38610,61335,94770,315900
11460,2003,38610,77220,131175,315900
11500,2003,24570,47295,81382.5,315900
11540,2003,45630,77220,101430,315900
11580,2003,24570,41940,69187.5,315900
11620,2003,20880,43605,81382.5,315900
11640,2003,7020,19215,34920,315900
11660,2003,19215,40275,73350,315900
11680,2003,26235,48960,81382.5,315900
11700,2003,31590,54315,88042.5,315900
11740,2003,31590,54315,81382.5,315900
11780,2003,26235,54315,81382.5,315900
11820,2003,26235,54315,81382.5,315900
11860,2003,26235,48960,73350,315900
11900,2003,17550,40275,73350,315900
11940,2003,24570,47295,81382.5,315900
11980,2003,26235,48960,81382.5,315900
12020,2003,24570,48960,88042.5,315900
12060,2003,38610,77220,122850,315900
12100,2003,33255,63832.5,101430,315900
12120,2003,17550,40275,69187.5,315900
12140,2003,38610,61335,94770,315900
12180,2003,33255,58477.5,88042.5,315900
12220,2003,19215,48960,88042.5,315900
12260,2003,26235,55980,101430,315900
12300,2003,26235,55980,88042.5,315900
12380,2003,31590,55980,88042.5,315900
12420,2003,40275,69187.5,131175,315900
12460,2003,17550,38610,69187.5,315900
12540,2003,26235,55980,101430,315900
12580,2003,40275,73350,131175,315900
12620,2003,26235,48960,81382.5,315900
12660,2003,33255,63832.5,101430,315900
12680,2003,26235,54315,81382.5,315900
12700,2003,40275,73350,109755,315900
12740,2003,33255,63832.5,101430,315900
12780,2003,26235,55980,101430,315900
12820,2003,17550,34920,69187.5,315900
12860,2003,33255,63832.5,101430,315900
12900,2003,24570,45630,69187.5,315900
12940,2003,26235,58477.5,101430,315900
12980,2003,31590,54315,94770,315900
13020,2003,31590,55980,101430,315900
13060,2003,20880,48960,88042.5,315900
13100,2003,26235,50625,81382.5,315900
13140,2003,26235,55980,101430,315900
13180,2003,40275,63832.5,101430,315900
13220,2003,19215,41940,73350,315900
13260,2003,26235,54315,81382.5,315900
13300,2003,19215,43605,73350,315900
13340,2003,31590,61335,94770,315900
13380,2003,33255,58477.5,101430,315900
13420,2003,26235,48960,81382.5,315900
13460,2003,33255,63832.5,101430,315900
13500,2003,17550,38610,66690,315900
13540,2003,33255,55980,101430,315900
13620,2003,26235,48960,81382.5,315900
13660,2003,26235,47295,81382.5,315900
13700,2003,26235,48960,81382.5,315900
13720,2003,19215,34920,67995,315900
13740,2003,27900,58477.5,88042.5,315900
13780,2003,26235,55980,101430,315900
13820,2003,26235,55980,101430,315900
13900,2003,34920,58477.5,101430,315900
13940,2003,31590,55980,88042.5,315900
13980,2003,26235,48960,81382.5,315900
14010,2003,33255,69187.5,109755,315900
14020,2003,24570,47295,94770,315900
14100,2003,26235,50625,88042.5,315900
14140,2003,19215,40275,73350,315900
14180,2003,19215,41940,73350,315900
14220,2003,17550,34920,63832.5,315900
14260,2003,33255,63832.5,101430,315900
14300,2003,26235,48960,81382.5,315900
14340,2003,33255,63832.5,88042.5,315900
14380,2003,22905,45630,81382.5,315900
14420,2003,26235,55980,88042.5,315900
14454,2003,40275,81382.5,131175,315900
14500,2003,40275,81382.5,131175,315900
14540,2003,24570,48960,81382.5,315900
14580,2003,33255,58477.5,88042.5,315900
14620,2003,26235,48960,81382.5,315900
14660,2003,26235,55980,81382.5,315900
14700,2003,26235,48960,73350,315900
14720,2003,47295,81382.5,122850,315900
14740,2003,40275,73350,109755,315900
14780,2003,26235,54315,88042.5,315900
14820,2003,31590,54315,81382.5,315900
14860,2003,47295,101430,178762.5,315900
15020,2003,19215,41940,73350,315900
15060,2003,24570,41940,73350,315900
15100,2003,26235,50625,81382.5,315900
15140,2003,19215,40275,69187.5,315900
15180,2003,19215,40275,73350,315900
15220,2003,20880,48960,81382.5,315900
15260,2003,26235,55980,101430,315900
15340,2003,26235,54315,81382.5,315900
15380,2003,26235,55980,101430,315900
15420,2003,26235,48960,73350,315900
15460,2003,31590,54315,81382.5,315900
15500,2003,31590,54315,101430,315900
15540,2003,40275,73350,101430,315900
15580,2003,19215,41940,81382.5,315900
15620,2003,26235,48960,81382.5,315900
15660,2003,29925,54315,81382.5,315900
15680,2003,50625,88042.5,139500,315900
15700,2003,26235,50625,88042.5,315900
15740,2003,26235,41940,73350,315900
15764,2003,41940,88042.5,139500,315900
15780,2003,19215,40275,73350,315900
15804,2003,41940,81382.5,131175,315900
15820,2003,19215,40275,69187.5,315900
15860,2003,26235,48960,81382.5,315900
15900,2003,26235,48960,81382.5,315900
15940,2003,31590,55980,101430,315900
15980,2003,33255,61335,101430,315900
16020,2003,26235,48960,81382.5,315900
16060,2003,19215,41940,81382.5,315900
16100,2003,26235,50625,88042.5,315900
16140,2003,27900,55980,81382.5,315900
16180,2003,33255,63832.5,101430,315900
16220,2003,27900,58477.5,101430,315900
16260,2003,26235,48960,81382.5,315900
16300,2003,40275,69187.5,101430,315900
16340,2003,24570,47295,81382.5,315900
16380,2003,33255,63832.5,101430,315900
16420,2003,19215,41940,73350,315900
16460,2003,24570,48960,81382.5,315900
16500,2003,26235,54315,81382.5,315900
16540,2003,33255,63832.5,101430,315900
16580,2003,26235,55980,101430,315900
16620,2003,26235,48960,88042.5,315900
16660,2003,24570,47295,81382.5,315900
16700,2003,33255,58477.5,101430,315900
16740,2003,38610,69187.5,101430,315900
16820,2003,33255,63832.5,109755,315900
16860,2003,26235,54315,101430,315900
16940,2003,34920,58477.5,101430,315900
16974,2003,38610,81382.5,131175,315900
17020,2003,26235,48960,88042.5,315900
17060,2003,26235,54315,81382.5,315900
17140,2003,33255,63832.5,101430,315900
17200,2003,33255,63832.5,101430,315900
17220,2003,19215,43605,81382.5,315900
17260,2003,9517.5,33255,66690,315900
17300,2003,31590,55980,88042.5,315900
17340,2003,24570,41940,81382.5,315900
17380,2003,9517.5,33255,63832.5,315900
17420,2003,24570,47295,81382.5,315900
17460,2003,31590,61335,101430,315900
17500,2003,24570,45630,77220,315900
17540,2003,27900,55980,88042.5,315900
17580,2003,20880,43605,80010,315900
17620,2003,7020,19215,34920,315900
17640,2003,7020,17550,33255,315900
17660,2003,33255,55980,88042.5,315900
17700,2003,26235,48960,73350,315900
17740,2003,31590,54315,81382.5,315900
17780,2003,19215,41940,88042.5,315900
17820,2003,40275,69187.5,101430,315900
17860,2003,26235,55980,101430,315900
17900,2003,33255,61335,101430,315900
17980,2003,26235,48960,88042.5,315900
18020,2003,33255,63832.5,101430,315900
18060,2003,19215,47295,81382.5,315900
18100,2003,34920,58477.5,88042.5,315900
18140,2003,33255,63832.5,101430,315900
18180,2003,40275,73350,109755,315900
18220,2003,29925,50985,77220,315900
18260,2003,24570,40275,73350,315900
18300,2003,24570,47295,81382.5,315900
18380,2003,17550,40275,69187.5,315900
18420,2003,19215,40275,73350,315900
18460,2003,26235,54315,81382.5,315900
18500,2003,26235,55980,88042.5,315900
18580,2003,26235,55980,101430,315900
18620,2003,20880,48960,81382.5,315900
18660,2003,26235,50625,88042.5,315900
18700,2003,31590,61335,101430,315900
18740,2003,26235,48960,81382.5,315900
18780,2003,33255,61335,88042.5,315900
18820,2003,33255,61335,94770,315900
18860,2003,19215,41940,81382.5,315900
18880,2003,33255,58477.5,101430,315900
18900,2003,26235,47295,69187.5,315900
18980,2003,24570,47295,81382.5,315900
19000,2003,24570,47295,81382.5,315900
19060,2003,24570,47295,81382.5,315900
19124,2003,40275,69187.5,131175,315900
19140,2003,31590,54315,94770,315900
19180,2003,26235,48960,81382.5,315900
19220,2003,24570,47295,81382.5,315900
19260,2003,24570,47295,81382.5,315900
19300,2003,33255,63832.5,101430,315900
19340,2003,33255,63832.5,101430,315900
19380,2003,31590,61335,101430,315900
19420,2003,19215,41940,73350,315900
19460,2003,26235,54315,101430,315900
19500,2003,31590,55980,101430,315900
19540,2003,33255,59670,81382.5,315900
19580,2003,38610,61335,94770,315900
19620,2003,19215,41940,73350,315900
19660,2003,31590,54315,81382.5,315900
19700,2003,17550,27900,58477.5,315900
19740,2003,40275,81382.5,131175,315900
19760,2003,26235,50625,88042.5,315900
19780,2003,40275,69187.5,101430,315900
19804,2003,29925,59670,101430,315900
19860,2003,29565,53122.5,88042.5,315900
19940,2003,33255,61335,101430,315900
19980,2003,33255,55980,81382.5,315900
20020,2003,24570,47295,81382.5,315900
20060,2003,24570,45630,77220,315900
20100,2003,34920,63832.5,101430,315900
20140,2003,19215,47295,81382.5,315900
20180,2003,26235,48960,81382.5,315900
20220,2003,33255,58477.5,101430,315900
20260,2003,26235,55980,88042.5,315900
20300,2003,27900,50625,81382.5,315900
20340,2003,26235,48960,81382.5,315900
20380,2003,26235,48960,88042.5,315900
20420,2003,34920,58477.5,101430,315900
20460,2003,19215,41940,73350,315900
20500,2003,33255,63832.5,101430,315900
20524,2003,47295,88042.5,131175,315900
20540,2003,26235,47295,81382.5,315900
20580,2003,19215,34920,58477.5,315900
20660,2003,34920,67995,109755,315900
20700,2003,40275,69187.5,101430,315900
20740,2003,31590,55980,101430,315900
20780,2003,52650,94770,131175,315900
20820,2003,33255,58477.5,88042.5,315900
20900,2003,24570,48960,81382.5,315900
20940,2003,24570,48960,88042.5,315900
20980,2003,19215,41940,81382.5,315900
20994,2003,45630,81382.5,131175,315900
21020,2003,26235,50625,88042.5,315900
21060,2003,33255,55980,88042.5,315900
21120,2003,20880,45270,80010,315900
21140,2003,38610,61335,101430,315900
21180,2003,19215,41940,73350,315900
21220,2003,41940,73350,109755,315900
21260,2003,19215,48960,81382.5,315900
21300,2003,26235,55980,88042.5,315900
21340,2003,24570,47295,81382.5,315900
21380,2003,26235,47295,81382.5,315900
21420,2003,26235,48960,81382.5,315900
21460,2003,26235,48960,88042.5,315900
21500,2003,26235,55980,88042.5,315900
21540,2003,26235,54315,81382.5,315900
21580,2003,20880,43605,81382.5,315900
21640,2003,17550,34920,69187.5,315900
21660,2003,26235,54315,94770,315900
21700,2003,26235,48960,81382.5,315900
21740,2003,33255,63832.5,101430,315900
21780,2003,33255,55980,101430,315900
21820,2003,41940,73350,131175,315900
21840,2003,26235,50625,81382.5,315900
21860,2003,26235,50625,81382.5,315900
21900,2003,19215,43605,81382.5,315900
21980,2003,34920,63832.5,101430,315900
22020,2003,33255,58477.5,101430,315900
22060,2003,40275,69187.5,101430,315900
22100,2003,24570,47295,73350,315900
22140,2003,26235,50625,88042.5,315900
22180,2003,31590,55980,88042.5,315900
22220,2003,31590,55980,88042.5,315900
22260,2003,27900,55980,88042.5,315900
22280,2003,33255,61335,81382.5,315900
22300,2003,33255,61335,101430,315900
22340,2003,17550,38610,74722.5,315900
22380,2003,31590,55980,101430,315900
22420,2003,31590,59670,94770,315900
22500,2003,26235,48960,81382.5,315900
22520,2003,24570,48960,81382.5,315900
22540,2003,38610,69187.5,101430,315900
22580,2003,24570,47295,81382.5,315900
22620,2003,17550,38610,63832.5,315900
22660,2003,38610,69187.5,122850,315900
22700,2003,26235,48960,81382.5,315900
22744,2003,33255,63832.5,101430,315900
22780,2003,33255,50625,81382.5,315900
22800,2003,26235,54315,81382.5,315900
22820,2003,31590,48960,81382.5,315900
22840,2003,19215,41940,73350,315900
22860,2003,27900,50625,73350,315900
22900,2003,26235,47295,81382.5,315900
23060,2003,33255,61335,101430,315900
23104,2003,40275,69187.5,101430,315900
23140,2003,33255,61335,101430,315900
23180,2003,33255,61335,101430,315900
23240,2003,33255,58477.5,88042.5,315900
23300,2003,31590,54315,94770,315900
23340,2003,26235,55980,81382.5,315900
23380,2003,33255,61335,101430,315900
23420,2003,26235,50625,101430,315900
23460,2003,24570,47295,81382.5,315900
23500,2003,24570,45630,77220,315900
23540,2003,19215,48960,88042.5,315900
23580,2003,38610,63832.5,101430,315900
23620,2003,26235,55980,88042.5,315900
23660,2003,24570,54315,81382.5,315900
23700,2003,17550,34920,69187.5,315900
23780,2003,33255,55980,88042.5,315900
23820,2003,40275,77220,122850,315900
23844,2003,33255,63832.5,101430,315900
23860,2003,26235,48960,88042.5,315900
23900,2003,34920,63832.5,101430,315900
23940,2003,45270,73350,109755,315900
23980,2003,19215,41940,73350,315900
24020,2003,33255,58477.5,101430,315900
24060,2003,41940,73350,131175,315900
24100,2003,26235,50625,81382.5,315900
24140,2003,26235,48960,81382.5,315900
24220,2003,26235,55980,88042.5,315900
24260,2003,33255,55980,88042.5,315900
24300,2003,33255,58477.5,88042.5,315900
24330,2003,26235,55980,81382.5,315900
24340,2003,38610,69187.5,101430,315900
24380,2003,19215,40275,69187.5,315900
24420,2003,24570,47295,81382.5,315900
24460,2003,26235,50625,81382.5,315900
24500,2003,26235,48960,81382.5,315900
24540,2003,33255,63832.5,101430,315900
24580,2003,38610,69187.5,101430,315900
24620,2003,24570,41940,73350,315900
24640,2003,33255,63832.5,101430,315900
24660,2003,31590,59670,101430,315900
24700,2003,33255,55980,81382.5,315900
24740,2003,17550,38610,69187.5,315900
24780,2003,24570,48960,81382.5,315900
24820,2003,31590,54315,81382.5,315900
24860,2003,31590,55980,101430,315900
24900,2003,17550,31590,61335,315900
24940,2003,24570,47295,81382.5,315900
24980,2003,17550,40275,69187.5,315900
25020,2003,7020,19215,40275,315900
25060,2003,31590,55980,88042.5,315900
25100,2003,27900,50625,88042.5,315900
25180,2003,33255,58477.5,101430,315900
25200,2003,38610,63832.5,101430,315900
25220,2003,19215,43605,88042.5,315900
25260,2003,27900,55980,88042.5,315900
25300,2003,26235,48960,81382.5,315900
25420,2003,34920,63832.5,101430,315900
25460,2003,19215,41940,73350,315900
25500,2003,31590,55980,88042.5,315900
25540,2003,40275,81382.5,131175,315900
25580,2003,31590,55980,88042.5,315900
25620,2003,19215,48960,81382.5,315900
25700,2003,26235,48960,88042.5,315900
25720,2003,43605,69187.5,101430,315900
25740,2003,34920,58477.5,88042.5,315900
25760,2003,9517.5,33255,63832.5,315900
25780,2003,24570,45630,81382.5,315900
25820,2003,20880,43605,73350,315900
25840,2003,26235,55980,88042.5,315900
25860,2003,31590,54315,81382.5,315900
25880,2003,31590,59670,94770,315900
25900,2003,31590,58477.5,101430,315900
25940,2003,33255,63832.5,101430,315900
25980,2003,26235,48960,81382.5,315900
26020,2003,22545,45270,88042.5,315900
26090,2003,38610,69187.5,101430,315900
26140,2003,26235,47295,81382.5,315900
26220,2003,34920,58477.5,88042.5,315900
26260,2003,19215,40275,69187.5,315900
26300,2003,26235,47295,81382.5,315900
26340,2003,19215,40275,73350,315900
26380,2003,26235,55980,88042.5,315900
26420,2003,33255,63832.5,131175,315900
26460,2003,34920,63832.5,101430,315900
26500,2003,26235,48960,81382.5,315900
26540,2003,33255,61335,94770,315900
26580,2003,19215,48960,81382.5,315900
26620,2003,33255,63832.5,109755,315900
26660,2003,19215,47295,81382.5,315900
26700,2003,27900,48960,81382.5,315900
26740,2003,26235,54315,81382.5,315900
26780,2003,38610,69187.5,101430,315900
26820,2003,33255,63832.5,101430,315900
26860,2003,26235,43605,81382.5,315900
26900,2003,38610,69187.5,101430,315900
26940,2003,17550,33255,69187.5,315900
26960,2003,31590,61335,94770,315900
26980,2003,33255,58477.5,101430,315900
27020,2003,26235,48960,81382.5,315900
27060,2003,26235,58477.5,101430,315900
27100,2003,31590,61335,101430,315900
27140,2003,26235,54315,101430,315900
27160,2003,19215,41940,73350,315900
27180,2003,24570,54315,81382.5,315900
27220,2003,41940,73350,101430,315900
27260,2003,33255,63832.5,101430,315900
27300,2003,33255,55980,88042.5,315900
27340,2003,27900,50625,81382.5,315900
27380,2003,24570,41940,73350,315900
27420,2003,27900,50625,88042.5,315900
27460,2003,26235,48960,81382.5,315900
27500,2003,38610,69187.5,101430,315900
27540,2003,33255,61335,101430,315900
27580,2003,7020,11182.5,34920,315900
27600,2003,33255,63832.5,101430,315900
27620,2003,33255,63832.5,101430,315900
27660,2003,19215,43605,73350,315900
27700,2003,24570,47295,81382.5,315900
27740,2003,24570,47295,81382.5,315900
27780,2003,26235,48960,73350,315900
27860,2003,24570,47295,81382.5,315900
27900,2003,26235,48960,81382.5,315900
27920,2003,29565,50625,88042.5,315900
27940,2003,50625,94770,131175,315900
27980,2003,41940,73350,131175,315900
28020,2003,31590,61335,101430,315900
28060,2003,26235,50625,81382.5,315900
28100,2003,33255,61335,101430,315900
28140,2003,38610,69187.5,101430,315900
28180,2003,34920,67995,101430,315900
28260,2003,33255,58477.5,88042.5,315900
28300,2003,33255,63832.5,101430,315900
28340,2003,33255,61335,94770,315900
28380,2003,17550,33255,63832.5,315900
28420,2003,33255,63832.5,101430,315900
28500,2003,26235,48960,88042.5,315900
28540,2003,40275,69187.5,101430,315900
28580,2003,33255,63832.5,101430,315900
28620,2003,33255,63832.5,101430,315900
28660,2003,33255,55980,88042.5,315900
28700,2003,26235,47295,81382.5,315900
28740,2003,34920,63832.5,101430,315900
28780,2003,19215,41940,88042.5,315900
28820,2003,24570,45630,81382.5,315900
28860,2003,19215,40275,69187.5,315900
28900,2003,26235,48960,81382.5,315900
28940,2003,26235,54315,101430,315900
29020,2003,31590,59670,101430,315900
29060,2003,40275,63832.5,101430,315900
29100,2003,33255,58477.5,101430,315900
29180,2003,26235,50625,88042.5,315900
29200,2003,31590,54315,101430,315900
29260,2003,24570,48960,81382.5,315900
29300,2003,24570,52650,81382.5,315900
29340,2003,26235,54315,101430,315900
29380,2003,26235,47295,81382.5,315900
29404,2003,47295,94770,166275,315900
29420,2003,26235,47295,81382.5,315900
29460,2003,31590,54315,81382.5,315900
29500,2003,19215,41940,73350,315900
29540,2003,40275,69187.5,101430,315900
29620,2003,33255,63832.5,101430,315900
29660,2003,19215,43605,88042.5,315900
29700,2003,19215,41940,81382.5,315900
29740,2003,19215,41940,81382.5,315900
29780,2003,17550,40275,69187.5,315900
29820,2003,38610,63832.5,101430,315900
29860,2003,19215,41940,73350,315900
29900,2003,17550,45630,77220,315900
29940,2003,26235,55980,101430,315900
29980,2003,24570,47295,73350,315900
30020,2003,26235,50625,88042.5,315900
30060,2003,20880,41940,69187.5,315900
30140,2003,33255,63832.5,101430,315900
30220,2003,26235,53122.5,88042.5,315900
30260,2003,31590,55980,94770,315900
30280,2003,26235,54315,81382.5,315900
30300,2003,26235,54315,81382.5,315900
30340,2003,26235,54315,88042.5,315900
30380,2003,26235,47295,73350,315900
30420,2003,33255,54315,81382.5,315900
30460,2003,31590,61335,101430,315900
30580,2003,33255,55980,81382.5,315900
30620,2003,26235,54315,81382.5,315900
30660,2003,31590,55980,101430,315900
30700,2003,33255,63832.5,101430,315900
30780,2003,31590,55980,101430,315900
30820,2003,26235,48960,81382.5,315900
30860,2003,33255,55980,101430,315900
30880,2003,19215,36585,67995,315900
30900,2003,31590,54315,81382.5,315900
30940,2003,19215,34920,63832.5,315900
30980,2003,26235,50625,88042.5,315900
31020,2003,31590,55980,101430,315900
31060,2003,69187.5,109755,178762.5,315900
31084,2003,33255,63832.5,131175,315900
31140,2003,33255,61335,101430,315900
31180,2003,26235,48960,88042.5,315900
31220,2003,26235,48960,81382.5,315900
31260,2003,26235,47295,81382.5,315900
31300,2003,17550,38610,69187.5,315900
31340,2003,31590,55980,101430,315900
31380,2003,19215,47295,81382.5,315900
31420,2003,24570,54315,94770,315900
31460,2003,27900,55980,88042.5,315900
31500,2003,31590,54315,81382.5,315900
31540,2003,40275,73350,101430,315900
31580,2003,24570,48960,81382.5,315900
31620,2003,19215,40275,81382.5,315900
31660,2003,26235,50625,88042.5,315900
31680,2003,26235,47295,73350,315900
31700,2003,47295,81382.5,131175,315900
31740,2003,26235,50625,88042.5,315900
31820,2003,33255,61335,101430,315900
31860,2003,33255,63832.5,101430,315900
31900,2003,31590,54315,94770,315900
31930,2003,26235,48960,81382.5,315900
31940,2003,26235,48960,81382.5,315900
31980,2003,26235,52650,81382.5,315900
32000,2003,24570,47295,81382.5,315900
32020,2003,31590,54315,81382.5,315900
32100,2003,26235,55980,88042.5,315900
32140,2003,26235,55980,88042.5,315900
32180,2003,26235,47295,81382.5,315900
32220,2003,26235,50625,88042.5,315900
32260,2003,33255,55980,81382.5,315900
32280,2003,19215,41940,81382.5,315900
32300,2003,24570,45630,69187.5,315900
32340,2003,24570,47295,81382.5,315900
32380,2003,26235,54315,88042.5,315900
32420,2003,7020,19215,40275,315900
32460,2003,19215,47295,81382.5,315900
32500,2003,19215,41940,81382.5,315900
32540,2003,20880,43605,73350,315900
32580,2003,19215,34920,67995,315900
32620,2003,19215,34920,63832.5,315900
32660,2003,19215,45630,77220,315900
32700,2003,34920,63832.5,88042.5,315900
32740,2003,26235,48960,81382.5,315900
32780,2003,26235,54315,101430,315900
32820,2003,31590,55980,101430,315900
32860,2003,33255,55980,81382.5,315900
32900,2003,26235,54315,88042.5,315900
32940,2003,19215,41940,81382.5,315900
32980,2003,33255,55980,81382.5,315900
33020,2003,26235,48960,81382.5,315900
33060,2003,19215,41940,63832.5,315900
33124,2003,26235,54315,101430,315900
33140,2003,31590,61335,101430,315900
33180,2003,9517.5,27900,55980,315900
33220,2003,33255,69187.5,122850,315900
33260,2003,34920,58477.5,109755,315900
33300,2003,24570,45630,81382.5,315900
33340,2003,33255,69187.5,101430,315900
33420,2003,26235,48960,88042.5,315900
33460,2003,47295,81382.5,131175,315900
33500,2003,27900,53122.5,88042.5,315900
33540,2003,26235,48960,88042.5,315900
33580,2003,27900,50625,88042.5,315900
33620,2003,26235,47295,73350,315900
33660,2003,26235,48960,81382.5,315900
33700,2003,33255,61335,101430,315900
33740,2003,19215,47295,88042.5,315900
33780,2003,38610,77220,122850,315900
33860,2003,26235,55980,101430,315900
33874,2003,48960,101430,139500,315900
33940,2003,26235,50625,81382.5,315900
33980,2003,33255,55980,101430,315900
34020,2003,19215,43605,81382.5,315900
34060,2003,19215,43605,88042.5,315900
34100,2003,24570,47295,81382.5,315900
34140,2003,24570,47295,81382.5,315900
34180,2003,26235,55980,81382.5,315900
34220,2003,19215,40275,73350,315900
34260,2003,24570,41940,69187.5,315900
34300,2003,33255,48960,81382.5,315900
34340,2003,24570,47295,81382.5,315900
34380,2003,24570,47295,81382.5,315900
34420,2003,26235,48960,81382.5,315900
34460,2003,19215,40275,73350,315900
34500,2003,26235,48960,81382.5,315900
34540,2003,33255,55980,88042.5,315900
34580,2003,34920,63832.5,101430,315900
34620,2003,24570,47295,94770,315900
34660,2003,19215,41940,81382.5,315900
34700,2003,33255,63832.5,101430,315900
34740,2003,31590,54315,94770,315900
34780,2003,19215,41940,73350,315900
34820,2003,31590,54315,81382.5,315900
34860,2003,19215,41940,81382.5,315900
34900,2003,41940,81382.5,131175,315900
34940,2003,40275,69187.5,131175,315900
34980,2003,33255,63832.5,101430,315900
35004,2003,55980,101430,166275,315900
35020,2003,17550,33255,63832.5,315900
35060,2003,17550,40275,73350,315900
35084,2003,47295,101430,166275,315900
35100,2003,26235,55980,88042.5,315900
35140,2003,26235,48960,81382.5,315900
35220,2003,31590,52650,94770,315900
35260,2003,26235,48960,81382.5,315900
35300,2003,33255,73350,131175,315900
35380,2003,26235,55980,101430,315900
35420,2003,31590,54315,81382.5,315900
35440,2003,26235,48960,81382.5,315900
35460,2003,17550,38610,63832.5,315900
35500,2003,33255,61335,101430,315900
35580,2003,33255,55980,101430,315900
35614,2003,33255,69187.5,131175,315900
35660,2003,26235,54315,101430,315900
35700,2003,24570,41940,81382.5,315900
35740,2003,26235,55980,81382.5,315900
35820,2003,26235,55980,88042.5,315900
35840,2003,33255,61335,101430,315900
35860,2003,31590,54315,81382.5,315900
35900,2003,24570,45630,77220,315900
35940,2003,33255,61335,101430,315900
35980,2003,41940,81382.5,131175,315900
36020,2003,40275,69187.5,101430,315900
36084,2003,47295,81382.5,139500,315900
36100,2003,26235,47295,81382.5,315900
36140,2003,33255,63832.5,101430,315900
36220,2003,27900,53122.5,88042.5,315900
36260,2003,41940,73350,101430,315900
36300,2003,26235,48960,81382.5,315900
36340,2003,26235,48960,81382.5,315900
36380,2003,24570,45630,81382.5,315900
36420,2003,27900,55980,101430,315900
36460,2003,26235,48960,81382.5,315900
36500,2003,40275,73350,101430,315900
36540,2003,38610,63832.5,101430,315900
36580,2003,26235,50625,81382.5,315900
36620,2003,24570,47295,81382.5,315900
36660,2003,9517.5,36585,67995,315900
36700,2003,17550,40275,81382.5,315900
